year,month_number,month,order_id,product_id,category,net_revenue
2025,3,March,1378,8,Electronics,1157.26
2025,3,March,1450,18,Kitchen,1080.65
2025,3,March,1336,1,Electronics,1080.29
2025,3,March,1486,22,Fitness,1065.54
2025,3,March,1164,19,Kitchen,1035.07
2025,3,March,1464,24,Fitness,998.37
2025,3,March,1586,21,Fitness,989.90
2025,3,March,1245,8,Electronics,983.67
2025,3,March,1336,26,Beauty,981.75
2025,3,March,1047,12,"Home Office",929.20
2025,3,March,1586,17,Kitchen,892.82
2025,3,March,1499,9,"Home Office",880.51
2025,3,March,1306,19,Kitchen,873.34
2025,3,March,1446,20,Fitness,860.76
2025,3,March,1433,22,Fitness,852.43
2025,3,March,1210,23,Fitness,845.96
2025,3,March,1413,3,Electronics,753.73
2025,3,March,1218,12,"Home Office",743.36
2025,3,March,1269,12,"Home Office",743.36
2025,3,March,1471,14,"Home Office",730.73
2025,3,March,1166,3,Electronics,711.86
2025,3,March,1450,22,Fitness,710.36
2025,3,March,1133,13,"Home Office",657.24
2025,3,March,1244,6,Electronics,614.67
2025,3,March,1557,11,"Home Office",591.44
2025,3,March,1497,8,Electronics,578.63
2025,3,March,1252,1,Electronics,573.90
2025,3,March,1253,12,"Home Office",557.52
2025,3,March,1323,9,"Home Office",556.11
2025,3,March,1174,13,"Home Office",520.32
2025,3,March,1026,27,Beauty,395.45
2025,3,March,1174,17,Kitchen,372.01
2025,3,March,1245,12,"Home Office",371.68
2025,3,March,1499,12,"Home Office",371.68
2025,3,March,1368,9,"Home Office",293.50
2025,3,March,1370,27,Beauty,284.72
2025,3,March,1210,9,"Home Office",262.61
2025,3,March,1503,27,Beauty,126.54
2025,3,March,1231,13,"Home Office",109.54
2025,3,March,1323,27,Beauty,67.23
2025,4,April,1546,24,Fitness,6655.80
2025,4,April,1206,26,Beauty,6217.73
2025,4,April,1254,5,Electronics,5963.74
2025,4,April,1044,10,"Home Office",5927.76
2025,4,April,1214,18,Kitchen,5801.40
2025,4,April,1075,18,Kitchen,5687.65
2025,4,April,1595,5,Electronics,5554.46
2025,4,April,1140,11,"Home Office",5531.69
2025,4,April,1148,7,Electronics,4979.33
2025,4,April,1256,23,Fitness,4568.18
2025,4,April,1211,18,Kitchen,4550.12
2025,4,April,1352,14,"Home Office",4384.38
2025,4,April,1206,6,Electronics,4379.54
2025,4,April,1429,23,Fitness,4229.80
2025,4,April,1468,23,Fitness,4229.80
2025,4,April,1185,10,"Home Office",3951.84
2025,4,April,1415,30,Electronics,3596.40
2025,4,April,1214,7,Electronics,3564.15
2025,4,April,1595,2,Electronics,3530.31
2025,4,April,1442,8,Electronics,3471.78
2025,4,April,1254,14,"Home Office",3470.97
2025,4,April,1390,29,Beauty,3368.32
2025,4,April,1222,11,"Home Office",3339.89
2025,4,April,1429,14,"Home Office",3288.29
2025,4,April,1226,26,Beauty,3272.49
2025,4,April,1140,26,Beauty,3108.87
2025,4,April,1392,25,Beauty,3088.62
2025,4,April,1019,30,Electronics,2997.00
2025,4,April,1226,30,Electronics,2997.00
2025,4,April,1206,10,"Home Office",2963.88
2025,4,April,1324,6,Electronics,2919.69
2025,4,April,1518,18,Kitchen,2730.07
2025,4,April,1039,24,Fitness,2662.32
2025,4,April,1219,25,Beauty,2625.33
2025,4,April,1294,6,Electronics,2612.36
2025,4,April,1162,23,Fitness,2410.99
2025,4,April,1518,28,Beauty,2391.62
2025,4,April,1390,21,Fitness,2375.76
2025,4,April,1502,10,"Home Office",2371.10
2025,4,April,1254,2,Electronics,2353.54
2025,4,April,1211,28,Beauty,2258.75
2025,4,April,1162,17,Kitchen,2232.06
2025,4,April,1148,11,"Home Office",2226.59
2025,4,April,1546,26,Beauty,2181.66
2025,4,April,1429,16,Kitchen,2174.64
2025,4,April,1303,25,Beauty,2059.08
2025,4,April,1390,19,Kitchen,1940.76
2025,4,April,1589,22,Fitness,1917.97
2025,4,April,1417,16,Kitchen,1884.69
2025,4,April,1321,11,"Home Office",1878.69
2025,4,April,1417,6,Electronics,1844.02
2025,4,April,1442,1,Electronics,1687.95
2025,4,April,1561,25,Beauty,1647.26
2025,4,April,1294,19,Kitchen,1455.57
2025,4,April,1211,16,Kitchen,1449.76
2025,4,April,1044,8,Electronics,1388.71
2025,4,April,1546,14,"Home Office",1388.39
2025,4,April,1185,3,Electronics,1326.01
2025,4,April,1044,19,Kitchen,1164.46
2025,4,April,1392,28,Beauty,1062.94
2025,4,April,1185,1,Electronics,1012.77
2025,4,April,1254,21,Fitness,989.90
2025,4,April,1226,9,"Home Office",988.64
2025,4,April,1044,3,Electronics,893.31
2025,4,April,1085,20,Fitness,860.76
2025,4,April,1311,23,Fitness,845.96
2025,4,April,1226,1,Electronics,810.22
2025,4,April,1390,9,"Home Office",787.82
2025,4,April,1014,20,Fitness,774.68
2025,4,April,1594,17,Kitchen,744.02
2025,4,April,1148,12,"Home Office",743.36
2025,4,April,1553,6,Electronics,729.92
2025,4,April,1219,4,Electronics,724.17
2025,4,April,1591,3,Electronics,711.86
2025,4,April,1013,11,"Home Office",695.81
2025,4,April,1591,16,Kitchen,688.64
2025,4,April,1352,20,Fitness,645.57
2025,4,April,1442,9,"Home Office",617.90
2025,4,April,1502,1,Electronics,607.66
2025,4,April,1500,17,Kitchen,595.22
2025,4,April,1589,12,"Home Office",557.52
2025,4,April,1341,11,"Home Office",556.65
2025,4,April,1321,13,"Home Office",547.70
2025,4,April,1553,9,"Home Office",525.22
2025,4,April,1294,27,Beauty,474.54
2025,4,April,1162,21,Fitness,470.20
2025,4,April,1162,13,"Home Office",438.16
2025,4,April,1140,27,Beauty,427.09
2025,4,April,1222,27,Beauty,395.45
2025,4,April,1196,1,Electronics,337.59
2025,4,April,1461,17,Kitchen,334.81
2025,4,April,1518,1,Electronics,320.71
2025,4,April,1311,17,Kitchen,316.21
2025,4,April,1039,3,Electronics,279.16
2025,4,April,1224,19,Kitchen,258.77
2025,4,April,1211,27,Beauty,253.09
2025,4,April,1429,20,Fitness,193.67
2025,5,May,1082,26,Beauty,6217.73
2025,5,May,1492,30,Electronics,5994.00
2025,5,May,1246,2,Electronics,5883.85
2025,5,May,1110,7,Electronics,5241.40
2025,5,May,1043,26,Beauty,5181.44
2025,5,May,1246,29,Beauty,5052.48
2025,5,May,1289,29,Beauty,5052.48
2025,5,May,1004,10,"Home Office",4939.80
2025,5,May,1358,23,Fitness,4821.97
2025,5,May,1123,2,Electronics,4707.08
2025,5,May,1578,6,Electronics,4610.04
2025,5,May,1004,18,Kitchen,4550.12
2025,5,May,1163,18,Kitchen,4550.12
2025,5,May,1192,4,Electronics,4259.80
2025,5,May,1080,29,Beauty,4210.40
2025,5,May,1194,15,Kitchen,3963.68
2025,5,May,1082,10,"Home Office",3951.84
2025,5,May,1192,10,"Home Office",3951.84
2025,5,May,1314,15,Kitchen,3730.52
2025,5,May,1571,14,"Home Office",3653.65
2025,5,May,1043,4,Electronics,3407.84
2025,5,May,1427,28,Beauty,3188.82
2025,5,May,1361,7,Electronics,3144.84
2025,5,May,1278,28,Beauty,3029.38
2025,5,May,1449,21,Fitness,2969.70
2025,5,May,1037,10,"Home Office",2963.88
2025,5,May,1418,11,"Home Office",2957.19
2025,5,May,1113,15,Kitchen,2797.89
2025,5,May,1578,23,Fitness,2707.07
2025,5,May,1289,7,Electronics,2673.11
2025,5,May,1192,15,Kitchen,2658.00
2025,5,May,1181,28,Beauty,2657.35
2025,5,May,1398,23,Fitness,2537.88
2025,5,May,1089,11,"Home Office",2504.92
2025,5,May,1361,25,Beauty,2470.90
2025,5,May,1067,4,Electronics,2428.09
2025,5,May,1314,11,"Home Office",2365.75
2025,5,May,1225,2,Electronics,2353.54
2025,5,May,1246,25,Beauty,2316.47
2025,5,May,1512,8,Electronics,2314.52
2025,5,May,1522,14,"Home Office",2192.19
2025,5,May,1181,22,Fitness,2131.08
2025,5,May,1274,11,"Home Office",2087.43
2025,5,May,1498,17,Kitchen,2008.85
2025,5,May,1089,2,Electronics,2000.51
2025,5,May,1358,26,Beauty,1963.49
2025,5,May,1108,6,Electronics,1844.02
2025,5,May,1089,15,Kitchen,1678.73
2025,5,May,1063,17,Kitchen,1674.05
2025,5,May,1399,19,Kitchen,1649.65
2025,5,May,1108,19,Kitchen,1617.30
2025,5,May,1274,10,"Home Office",1580.74
2025,5,May,1395,6,Electronics,1536.68
2025,5,May,1225,19,Kitchen,1536.44
2025,5,May,1080,22,Fitness,1509.52
2025,5,May,1067,21,Fitness,1484.85
2025,5,May,1463,21,Fitness,1484.85
2025,5,May,1037,9,"Home Office",1482.96
2025,5,May,1274,29,Beauty,1431.54
2025,5,May,1498,28,Beauty,1355.25
2025,5,May,1110,1,Electronics,1350.36
2025,5,May,1512,14,"Home Office",1315.31
2025,5,May,1578,17,Kitchen,1264.83
2025,5,May,1081,21,Fitness,1262.12
2025,5,May,1063,3,Electronics,1256.22
2025,5,May,1498,22,Fitness,1207.61
2025,5,May,1427,5,Electronics,1169.36
2025,5,May,1081,19,Kitchen,1164.46
2025,5,May,1225,20,Fitness,1097.47
2025,5,May,1063,1,Electronics,1080.29
2025,5,May,1194,1,Electronics,1080.29
2025,5,May,1182,16,Kitchen,1032.95
2025,5,May,1289,28,Beauty,956.65
2025,5,May,1110,22,Fitness,905.71
2025,5,May,1281,23,Fitness,845.96
2025,5,May,1358,29,Beauty,842.08
2025,5,May,1274,3,Electronics,837.48
2025,5,May,1198,13,"Home Office",624.38
2025,5,May,1314,16,Kitchen,579.90
2025,5,May,1466,8,Electronics,578.63
2025,5,May,1358,13,"Home Office",547.70
2025,5,May,1123,12,"Home Office",529.64
2025,5,May,1113,9,"Home Office",525.22
2025,5,May,1466,25,Beauty,514.77
2025,5,May,1427,21,Fitness,494.95
2025,5,May,1181,25,Beauty,463.29
2025,5,May,1163,28,Beauty,425.18
2025,5,May,1089,17,Kitchen,372.01
2025,5,May,1181,12,"Home Office",371.68
2025,5,May,1512,22,Fitness,355.18
2025,5,May,1246,22,Fitness,301.90
2025,5,May,1220,27,Beauty,253.09
2025,5,May,1512,27,Beauty,225.41
2025,5,May,1225,13,"Home Office",197.17
2025,5,May,1067,12,"Home Office",148.67
2025,5,May,1278,27,Beauty,79.09
2025,5,May,1498,27,Beauty,79.09
2025,5,May,1110,27,Beauty,67.23
2025,6,June,1024,2,Electronics,7060.62
2025,6,June,1333,2,Electronics,7060.62
2025,6,June,1125,6,Electronics,6953.48
2025,6,June,1149,26,Beauty,6544.98
2025,6,June,1489,5,Electronics,6314.54
2025,6,June,1541,7,Electronics,6289.68
2025,6,June,1474,15,Kitchen,6248.62
2025,6,June,1234,18,Kitchen,6142.66
2025,6,June,1051,24,Fitness,5990.22
2025,6,June,1159,2,Electronics,5883.85
2025,6,June,1339,2,Electronics,5883.85
2025,6,June,1366,18,Kitchen,5687.65
2025,6,June,1375,10,"Home Office",5631.37
2025,6,June,1576,29,Beauty,5557.73
2025,6,June,1301,2,Electronics,5295.47
2025,6,June,1125,24,Fitness,5269.18
2025,6,June,1379,5,Electronics,4677.44
2025,6,June,1186,24,Fitness,4437.20
2025,6,June,1489,24,Fitness,4437.20
2025,6,June,1144,15,Kitchen,4429.99
2025,6,June,1489,11,"Home Office",4174.86
2025,6,June,1574,26,Beauty,4145.15
2025,6,June,1024,7,Electronics,3983.46
2025,6,June,1051,4,Electronics,3620.83
2025,6,June,1548,2,Electronics,3530.31
2025,6,June,1506,14,"Home Office",3507.50
2025,6,June,1541,11,"Home Office",3479.05
2025,6,June,1597,11,"Home Office",3479.05
2025,6,June,1060,30,Electronics,3396.60
2025,6,June,1031,23,Fitness,3383.84
2025,6,June,1474,23,Fitness,3383.84
2025,6,June,1060,23,Fitness,3214.65
2025,6,June,1509,28,Beauty,3188.82
2025,6,June,1475,10,"Home Office",3161.47
2025,6,June,1530,26,Beauty,3108.87
2025,6,June,1366,11,"Home Office",2957.19
2025,6,June,1064,8,Electronics,2951.01
2025,6,June,1597,24,Fitness,2828.72
2025,6,June,1474,26,Beauty,2781.62
2025,6,June,1230,6,Electronics,2766.02
2025,6,June,1525,28,Beauty,2657.35
2025,6,June,1411,4,Electronics,2555.88
2025,6,June,1489,4,Electronics,2555.88
2025,6,June,1025,21,Fitness,2474.75
2025,6,June,1011,21,Fitness,2375.76
2025,6,June,1186,26,Beauty,2181.66
2025,6,June,1255,22,Fitness,2131.08
2025,6,June,1506,7,Electronics,2096.56
2025,6,June,1168,23,Fitness,2030.30
2025,6,June,1205,19,Kitchen,1940.76
2025,6,June,1011,16,Kitchen,1812.20
2025,6,June,1541,17,Kitchen,1785.65
2025,6,June,1093,17,Kitchen,1767.05
2025,6,June,1411,25,Beauty,1750.22
2025,6,June,1230,16,Kitchen,1721.59
2025,6,June,1530,16,Kitchen,1721.59
2025,6,June,1541,4,Electronics,1703.92
2025,6,June,1544,23,Fitness,1691.92
2025,6,June,1301,16,Kitchen,1630.98
2025,6,June,1093,23,Fitness,1607.32
2025,6,June,1411,9,"Home Office",1544.75
2025,6,June,1308,4,Electronics,1533.53
2025,6,June,1255,16,Kitchen,1449.76
2025,6,June,1093,14,"Home Office",1388.39
2025,6,June,1525,14,"Home Office",1388.39
2025,6,June,1040,22,Fitness,1349.68
2025,6,June,1379,14,"Home Office",1315.31
2025,6,June,1205,2,Electronics,1176.77
2025,6,June,1064,26,Beauty,1090.83
2025,6,June,1530,7,Electronics,1048.28
2025,6,June,1424,20,Fitness,1022.15
2025,6,June,1175,1,Electronics,1012.77
2025,6,June,1565,3,Electronics,949.14
2025,6,June,1574,20,Fitness,860.76
2025,6,June,1031,29,Beauty,842.08
2025,6,June,1040,20,Fitness,817.72
2025,6,June,1339,6,Electronics,768.34
2025,6,June,1576,9,"Home Office",741.48
2025,6,June,1230,1,Electronics,675.18
2025,6,June,1234,20,Fitness,645.57
2025,6,June,1544,20,Fitness,645.57
2025,6,June,1025,9,"Home Office",617.90
2025,6,June,1025,22,Fitness,603.81
2025,6,June,1072,19,Kitchen,582.23
2025,6,June,1530,8,Electronics,578.63
2025,6,June,1544,13,"Home Office",520.32
2025,6,June,1040,9,"Home Office",494.32
2025,6,June,1215,13,"Home Office",492.93
2025,6,June,1031,20,Fitness,430.38
2025,6,June,1230,21,Fitness,420.71
2025,6,June,1130,13,"Home Office",416.25
2025,6,June,1205,25,Beauty,411.82
2025,6,June,1064,21,Fitness,395.96
2025,6,June,1525,21,Fitness,395.96
2025,6,June,1040,17,Kitchen,372.01
2025,6,June,1366,17,Kitchen,372.01
2025,6,June,1125,12,"Home Office",371.68
2025,6,June,1459,1,Electronics,337.59
2025,6,June,1509,1,Electronics,337.59
2025,6,June,1031,22,Fitness,337.42
2025,6,June,1234,22,Fitness,337.42
2025,6,June,1051,13,"Home Office",328.62
2025,6,June,1556,13,"Home Office",295.76
